StartDate,EndDate,CONTINUE_STUDY,DELETE_CONTROL,DELETE_TREATMENT,K1,K2,K3,K4,K5,Q1,Q2,Q3,ATT1,Q5,Q6,Q7,Q8,Q1,Q2,ATT2,Q4,Q5,Q6,Q7,Q8,Q1,Q2,Q3,Q4,ATT3,Q6,Q7,SC0,SC1,PROLIFIC_PID,HistoryCheck,Knowledge Score,Attention Score
2026-03-20 7:50:14,2026-03-20 8:39:12,Yes,,Yes,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Disagree,Disagree,Somewhat agree,Somewhat agree,Agree,Agree,Strongly agree,Disagree,Agree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree,Agree,Somewhat agree,Agree,Strongly agree,Strongly Disagree,Strongly Disagree,Disagree,Neither agree nor disagree,Strongly agree,Agree,5,3,aa26aa258e16a1041cb11a1079198b13e21b700f26963f8990930a15161bd2c3,Pass,5,3
2026-03-20 8:30:02,2026-03-20 8:49:31,Yes,,Yes,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly Disagree,Neither agree nor disagree,Somewhat agree,Strongly Disagree,Disagree,Strongly Disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,5,3,9ce8f3a6d0041dca04b9fb76b68949e37742393c5920b97e5033c7f0e92d06b9,Pass,5,3
2026-03-20 8:26:03,2026-03-20 9:07:15,Yes,Yes,,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,5,3,450300f421ef2f85e04c69e3ec778232d57a3fa83b498a0a421ddc1c95c0f867,No File,5,3
2026-03-20 8:08:06,2026-03-20 9:09:12,Yes,,Yes,Video A (left),Video B (right),Video B (right),Video B (right),Video A (left),Disagree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Disagree,Agree,Somewhat agree,Neither agree nor disagree,Disagree,Somewhat agree,4,3,3c00ab7ddcc5fb914b179df0d8fd89933ce901c0ddfe3daf52c037f74e5964d4,No File,4,3
2026-03-20 8:36:33,2026-03-20 9:17:43,Yes,,Yes,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Agree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,5,3,8ab749f88c3b032403991c951f86db32f60ec897d3b27ac2f22dc792e8cfb2c0,Pass,5,3
2026-03-20 8:21:53,2026-03-20 9:28:26,Yes,Yes,,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Disagree,Somewhat agree,Strongly agree,Somewhat agree,Disagree,Somewhat agree,Strongly agree,Strongly Disagree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat disagree,Disagree,Agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Agree,Strongly agree,5,3,c0b29e7e6f55e58afd6b1375cbf8f9d610e870437d847cd52051adc222813a35,Pass,5,3
2026-03-20 9:14:14,2026-03-20 10:03:44,Yes,Yes,,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Disagree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly Disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,5,3,0c9ef9e93c24a14a6d0cb6ba8206bca27cd7e1bb3363b897cc1c86b456fb5f2f,Pass,5,3
2026-03-20 9:36:16,2026-03-20 10:05:09,Yes,,Yes,Video A (left),Video B (right),Video B (right),Video A (left),Video B (right),Strongly Disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Disagree,Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,4,3,b8efdd4eb5ebfa5cea04ddb20c261b1afc7c0e3df38201e2c3d35ab7ddc4d32b,Pass,4,3
2026-03-20 9:27:24,2026-03-20 10:15:32,Yes,Yes,,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Disagree,Neither agree nor disagree,Somewhat agree,Agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,5,3,e6449baf09f32f929ceec574a19d2d13325d3e413f6c76314d5cd94c5542ed6b,No File,5,3
2026-03-20 9:39:04,2026-03-20 10:19:38,Yes,Yes,,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Somewhat agree,Disagree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat disagree,Agree,Somewhat disagree,Agree,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,Disagree,Somewhat disagree,Disagree,Disagree,Neither agree nor disagree,Agree,Somewhat disagree,5,3,d4da8307b7ee3d0b88336da2fbcb8ea619a65597612a4c67311b4233bd55e491,Pass,5,3
2026-03-20 10:03:54,2026-03-20 10:49:08,Yes,,Yes,Video A (left),Video B (right),Video B (right),Video B (right),Video A (left),Somewhat disagree,Agree,Agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat disagree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Agree,4,3,30182bb8f5d21d15a630e374ecd155d5800969fadbd9535bf0204877a7b2bc51,Pass,4,3
2026-03-20 10:02:10,2026-03-20 10:56:39,Yes,Yes,,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Somewhat disagree,Agree,Disagree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Strongly Disagree,Strongly Disagree,Somewhat disagree,Strongly Disagree,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly Disagree,Strongly Disagree,5,3,bbb57d2b17138e7b3c71993c8723c1e9cb4faef00b087754fb49d53efc68e3f2,Pass,5,3
2026-03-20 10:23:16,2026-03-20 11:06:35,Yes,,Yes,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Strongly agree,Strongly agree,Strongly Disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly Disagree,Strongly Disagree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly Disagree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly Disagree,Strongly agree,5,3,2089f1d7beae3ae368e3b4b96f8f3ee16e919f38c026ff2c8b539fe506890362,Pass,5,3
2026-03-20 10:37:30,2026-03-20 11:15:51,Yes,,Yes,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Strongly agree,Somewhat disagree,Agree,Agree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,5,3,84acd100a81889e1ab25b1cbe2e3184c98aefeb12fc3df8e54e8d6a557b143a9,Pass,5,3
2026-03-20 10:40:21,2026-03-20 11:25:25,Yes,Yes,,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Disagree,Agree,Neither agree nor disagree,Somewhat agree,Agree,Strongly agree,Agree,Agree,Neither agree nor disagree,Agree,Somewhat disagree,Agree,Strongly agree,Strongly agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,5,3,0dd9798f94be3fb35948dfa2ee79a0470eba6f06390af5dfbac7ae535da9328b,Pass,5,3
2026-03-20 10:56:00,2026-03-20 11:35:07,Yes,,Yes,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Somewhat agree,Agree,Strongly Disagree,Somewhat agree,Neither agree nor disagree,Agree,Disagree,Somewhat agree,Strongly Disagree,Strongly Disagree,Somewhat disagree,Disagree,Agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly Disagree,Neither agree nor disagree,Agree,Somewhat agree,Neither agree nor disagree,Strongly Disagree,Strongly Disagree,5,3,788aa07483bfcc47c4f10f5c6b955652a071756c8332481b1d868141fc45c856,Pass,5,3
2026-03-20 11:11:31,2026-03-20 11:52:01,Yes,Yes,,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Strongly Disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Agree,Disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Neither agree nor disagree,Somewhat disagree,Disagree,5,3,098297b5c45405d6af7ee508e85205edf543b4259782953a85dfc10677b79494,Pass,5,3
2026-03-20 11:23:55,2026-03-20 12:01:27,Yes,,Yes,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Strongly Disagree,Strongly Disagree,Strongly agree,Somewhat agree,Disagree,Strongly Disagree,Strongly agree,Strongly Disagree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Strongly agree,Strongly agree,5,3,d46eb7c64f71b21a9d48f9c86a7777648cbc69428f06284a8c22e5d30ec61499,Pass,5,3
2026-03-20 11:38:39,2026-03-20 12:22:44,Yes,,Yes,Video B (right),Video B (right),Video B (right),Video A (left),Video A (left),Disagree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly agree,Agree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly Disagree,Somewhat agree,Strongly agree,Strongly Disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Agree,4,3,bb71d37ea11c0424eebfb0d942d059f6c80afeefca4c7f137f9842fda308cf72,Pass,4,3
2026-03-20 11:47:54,2026-03-20 12:30:13,Yes,Yes,,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Strongly Disagree,Agree,Agree,Somewhat agree,Neither agree nor disagree,Agree,Strongly agree,Agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Neither agree nor disagree,Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,5,3,5e3946ee00c5676f5ce562c85c8da9a812f0878bd5d545c641a16d59fe582f77,Pass,5,3
2026-03-20 11:15:09,2026-03-20 12:30:28,Yes,,Yes,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Somewhat disagree,Disagree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat disagree,Agree,Disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Agree,Agree,Disagree,Somewhat agree,Agree,Neither agree nor disagree,Somewhat disagree,Agree,Neither agree nor disagree,Agree,Agree,5,3,f9ff5449d9755b645ac5af1727153b5c5942a665c5ecbd0fef69b62a294af7a5,Pass,5,3
2026-03-20 12:13:35,2026-03-20 13:00:31,Yes,,Yes,Video A (left),Video B (right),Video A (left),Video A (left),Video A (left),Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Strongly agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,4,3,773885a8e592a195d6877406f66dd23d1ce75dc750aa729874430928240f711c,No File,4,3
2026-03-20 12:46:34,2026-03-20 13:28:53,Yes,,Yes,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Somewhat agree,Agree,5,3,fc2a6f2f15d6650208443b0c2c6b31a47a0e241a47e584eccd3113cc8b817a25,Pass,5,3
2026-03-20 12:42:16,2026-03-20 13:44:27,Yes,,Yes,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Strongly Disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,5,3,5654d1599d5987d3835113d77ff1393225855d502a452ff05faeb279e3b70b4a,Pass,5,3
2026-03-20 13:11:58,2026-03-20 13:52:28,Yes,Yes,,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Agree,Strongly agree,Disagree,Disagree,Somewhat disagree,Somewhat disagree,Agree,Agree,Somewhat agree,Agree,Strongly Disagree,Disagree,Somewhat agree,Agree,Neither agree nor disagree,Disagree,Somewhat agree,5,3,6f080444b2d7be4d91585dcef68f15f95e7bcbf67ae1138809348992280df2bc,Pass,5,3
2026-03-20 13:44:35,2026-03-20 14:44:17,Yes,,Yes,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Somewhat disagree,Agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,5,3,82d11abaa0a046679ac552cda39d0cc4eb1e3985630fae52e690734cbd42c510,Pass,5,3
2026-03-20 15:10:54,2026-03-20 15:33:22,Yes,,Yes,Video A (left),Video B (right),Video A (left),Video A (left),Video A (left),Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Disagree,Agree,Disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Agree,Agree,4,3,318a7e2722b8c61951bbc06e08941fb5f2a92a4d8dacc56789916f7202f64530,Pass,4,3
2026-03-20 15:19:44,2026-03-20 16:03:10,Yes,,Yes,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Agree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,5,3,343f0f9dbf9c2464e00b43dc94ce3c70bf92751f06761c103e986a890943027f,Pass,5,3
2026-03-20 15:27:57,2026-03-20 16:12:45,Yes,Yes,,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Strongly Disagree,Strongly Disagree,Strongly agree,Somewhat agree,Strongly Disagree,Strongly Disagree,Strongly agree,Strongly Disagree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Strongly agree,Strongly agree,5,3,19f3498f536c020e35ab1b6e0774827d6388361b7d01d72647f88c296970eb57,Pass,5,3
2026-03-20 16:16:06,2026-03-20 16:41:48,Yes,,Yes,Video A (left),Video B (right),Video B (right),Video B (right),Video A (left),Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Strongly Disagree,Agree,Strongly agree,Somewhat disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Strongly Disagree,Somewhat disagree,Strongly Disagree,Neither agree nor disagree,Strongly agree,Agree,4,3,58cbc27c20cbc9940257811f73c122a526fe0f77737fbf805b21dae06fd310d5,Pass,4,3
2026-03-20 17:10:00,2026-03-20 17:49:31,Yes,,Yes,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Strongly Disagree,Disagree,Agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Disagree,Agree,Somewhat agree,Somewhat disagree,Agree,Somewhat disagree,Somewhat disagree,Disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Disagree,Disagree,Neither agree nor disagree,Agree,Somewhat agree,5,3,98e2f3534475085ca83e72327a119d196cf8b462a00d40b89ab34b2e98b249ad,No Upload,5,3
2026-03-20 17:19:51,2026-03-20 18:03:57,Yes,,Yes,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Strongly agree,Somewhat disagree,Strongly agree,Agree,Agree,Somewhat agree,Strongly agree,Strongly agree,Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,5,3,1197062557b7a845a69971916f1794ffdb7a31c30fcd3263b565c80e77aa4ba2,Pass,5,3
2026-03-20 18:14:53,2026-03-20 19:04:33,Yes,,Yes,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Neither agree nor disagree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,5,3,fadca33dd8395f767e3c1dad2153b9aa48d477826ea00286e5a2f82a615eb9b3,Pass,5,3
2026-03-20 18:28:45,2026-03-20 19:14:17,Yes,,Yes,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Strongly Disagree,Disagree,Agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Strongly agree,Somewhat disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Somewhat agree,Somewhat agree,Disagree,Disagree,Disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,5,3,4c2591b5edaa4bb08d042093b77c55795cb18fac63e9b4822b77671ae070a6cb,No File,5,3
2026-03-20 17:35:57,2026-03-20 19:34:29,Yes,Yes,,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Strongly Disagree,Strongly Disagree,Strongly agree,Somewhat agree,Strongly Disagree,Strongly Disagree,Strongly agree,Strongly Disagree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Strongly agree,Strongly agree,5,3,8b96ead6978592882b51e8bdc662cb01a6b23a9f671efc1155ae43d4ca5e9fce,Pass,5,3
2026-03-20 19:00:33,2026-03-20 19:40:30,Yes,,Yes,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Somewhat disagree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Strongly agree,Somewhat agree,Agree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly Disagree,Agree,Somewhat agree,Disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Disagree,Strongly agree,5,3,84cc3cf539b1f4981ada4ac8f551e565fc79a4af860de2f56b5bbc7dcda3f6fd,Pass,5,3
2026-03-20 19:22:29,2026-03-20 20:06:00,Yes,,Yes,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Strongly agree,Agree,Somewhat disagree,Somewhat agree,Agree,Strongly agree,Agree,Strongly agree,Disagree,Strongly Disagree,Somewhat disagree,Disagree,Agree,Agree,Somewhat disagree,Agree,Disagree,Somewhat agree,Agree,Agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,5,3,655e731106d2d7282fd1f34904c1b5ebf5d10d12bd7e348f4c85a627601db6b2,Pass,5,3
2026-03-20 19:51:05,2026-03-20 20:42:40,Yes,Yes,,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Agree,Somewhat agree,Disagree,Neither agree nor disagree,Disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Disagree,Somewhat agree,Somewhat agree,Disagree,Somewhat disagree,Disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,5,3,635dd29d1ed23b9fdc41bcbc4d3eb8024d14eaab486b063149e23c3cf4ec16cd,Pass,5,3
2026-03-20 20:10:53,2026-03-20 20:50:18,Yes,Yes,,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Disagree,Agree,Somewhat agree,Somewhat disagree,Strongly agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Disagree,Somewhat agree,5,3,3170e762d7439aa598f47d2401e3ff98955a39c4490f67a6db938e3055941bf3,No File,5,3
2026-03-20 20:07:06,2026-03-20 20:56:50,Yes,,Yes,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Disagree,Strongly agree,Disagree,Somewhat disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,5,3,477ed1694e2d5ebbeba092506d7dfc728ceebcf606778821df45285e13ed6bd7,Pass,5,3
2026-03-20 20:09:59,2026-03-20 21:26:09,Yes,,Yes,Video B (right),Video B (right),Video B (right),Video A (left),Video A (left),Agree,Somewhat agree,Somewhat agree,Somewhat agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Agree,Somewhat disagree,Disagree,Strongly Disagree,Somewhat disagree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,4,3,ed05c5cab229f91c57366f7cea46fad9bb48ddf9c8dc6ced69416282ef088c98,No JSON,4,3
2026-03-20 21:22:27,2026-03-20 21:57:32,Yes,Yes,,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Strongly Disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly Disagree,Strongly agree,Strongly Disagree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly Disagree,Somewhat agree,Agree,Strongly agree,Somewhat disagree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Strongly agree,Strongly agree,5,3,6bce5aeab6613dc7a3d35e93e34cf9da8f57921cfa7d869d3f7d34fb84eb5ca4,Pass,5,3
2026-03-20 21:20:59,2026-03-20 22:02:26,Yes,Yes,,Video A (left),Video B (right),Video B (right),Video A (left),Video B (right),Disagree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat disagree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Agree,4,3,7ef485050cf420f59a1ca2569e54267cbd0e0d8f33fb52eb5568f148731fbc96,No File,4,3
2026-03-20 21:21:29,2026-03-20 22:02:50,Yes,,Yes,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat disagree,Agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,5,3,d97fb9f6d5e290c30e5e39a64a08ca7415fe35362f7239d3fe06eb833d253031,Pass,5,3
2026-03-20 21:28:23,2026-03-20 22:12:55,Yes,,Yes,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,5,3,1363e9b1df671fb84885328e24299f0a1834a06804215a9be37486057123121f,Pass,5,3
2026-03-20 20:58:09,2026-03-20 22:16:27,Yes,,Yes,Video A (left),Video B (right),Video B (right),Video A (left),Video B (right),Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat agree,Agree,Neither agree nor disagree,Agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Disagree,Agree,4,3,c31991295ee335c2cdbc6638c2eb7cdccd02f075c054535b46b8048d24a9918c,Pass,4,3
2026-03-20 21:58:40,2026-03-20 22:50:46,Yes,Yes,,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Somewhat disagree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Disagree,Neither agree nor disagree,Agree,Somewhat agree,5,3,4bbdf665bffcb7089b73062535187f4ed863017a2c96338f2c3135637685c1b2,No JSON,5,3
